ResultNumber,ProvinceTerritory,Health Region2007,HealthRegionCode2007,ForwardSortationAreaCodes,TestDurationInDays,AverageRadonConcentrationInBqPerM3,,,,,,
12622,BC,North Vancouver Island,5943,V9W,95,14,,,,,,
12623,BC,North Vancouver Island,5943,V9W,91,14,,,,,,
12624,BC,North Vancouver Island,5943,V9W,91,14,,,,,,
12625,BC,North Vancouver Island,5943,V9W,91,14,,,,,,
12626,BC,North Vancouver Island,5943,V9W,93,14,,,,,,
12627,BC,North Vancouver Island,5943,V9W,90,14,,,,,,
12628,BC,North Vancouver Island,5943,V9W,92,14,,,,,,
12629,BC,North Vancouver Island,5943,V9W,91,14,,,,,,
12630,BC,North Vancouver Island,5943,V9W,98,14,,,,,,
12631,BC,North Vancouver Island,5943,V9W,105,14,,,,,,
12632,BC,North Vancouver Island,5943,V9W,89,14,,,,,,
12633,BC,North Vancouver Island,5943,V9W,91,16,,,,,,
12634,BC,North Vancouver Island,5943,V9W,90,17,,,,,,
12635,BC,North Vancouver Island,5943,V9W,96,18,,,,,,
12636,BC,North Vancouver Island,5943,V9W,93,22,,,,,,
12637,BC,North Vancouver Island,5943,V9W,91,24,,,,,,
12638,BC,North Vancouver Island,5943,V9M,91,14,,,,,,
12639,BC,North Vancouver Island,5943,V9M,101,14,,,,,,
12640,BC,North Vancouver Island,5943,V9M,83,14,,,,,,
12641,BC,North Vancouver Island,5943,V9M,93,14,,,,,,
12642,BC,North Vancouver Island,5943,V9M,96,14,,,,,,
12643,BC,North Vancouver Island,5943,V9M,92,14,,,,,,
12644,BC,North Vancouver Island,5943,V9M,91,14,,,,,,
12645,BC,North Vancouver Island,5943,V9M,95,17,,,,,,
12646,BC,North Vancouver Island,5943,V9M,91,17,,,,,,
12647,BC,North Vancouver Island,5943,V9M,91,17,,,,,,
12648,BC,North Vancouver Island,5943,V9M,92,26,,,,,,
12649,BC,North Vancouver Island,5943,V9N,90,14,,,,,,
12650,BC,North Vancouver Island,5943,V9J,91,14,,,,,,
12651,BC,North Vancouver Island,5943,V9J,91,14,,,,,,
12652,BC,North Vancouver Island,5943,V9N,91,14,,,,,,
12653,BC,North Vancouver Island,5943,V9N,104,14,,,,,,
12654,BC,North Vancouver Island,5943,V9N,91,14,,,,,,
12655,BC,North Vancouver Island,5943,V9N,91,14,,,,,,
12656,BC,North Vancouver Island,5943,V9N,91,14,,,,,,
12657,BC,North Vancouver Island,5943,V9N,91,14,,,,,,
12658,BC,North Vancouver Island,5943,V9N,97,14,,,,,,
12659,BC,North Vancouver Island,5943,V9N,95,14,,,,,,
12660,BC,North Vancouver Island,5943,V9N,98,14,,,,,,
12661,BC,North Vancouver Island,5943,V9N,93,14,,,,,,
12662,BC,North Vancouver Island,5943,V9N,108,14,,,,,,
12663,BC,North Vancouver Island,5943,V9N,96,16,,,,,,
12664,BC,North Vancouver Island,5943,V9N,91,21,,,,,,
12665,BC,North Vancouver Island,5943,V9N,92,23,,,,,,
12666,BC,North Vancouver Island,5943,V9N,98,23,,,,,,
12667,BC,North Vancouver Island,5943,V9N,91,34,,,,,,
12668,BC,North Vancouver Island,5943,V0R,91,14,,,,,,
12669,BC,North Vancouver Island,5943,V0R,91,14,,,,,,
12670,BC,North Vancouver Island,5943,V0R,107,112,,,,,,
12671,BC,North Vancouver Island,5943,V0R,91,292,,,,,,
12672,BC,North Vancouver Island,5943,V0R,93,14,,,,,,
12673,BC,North Vancouver Island,5943,V0R,99,24,,,,,,
12674,BC,North Vancouver Island,5943,V0R,88,81,,,,,,
12675,BC,North Vancouver Island,5943,V0P,106,14,,,,,,
12676,BC,North Vancouver Island,5943,V0P,92,14,,,,,,
12677,BC,North Vancouver Island,5943,V0R,90,14,,,,,,
12678,BC,North Vancouver Island,5943,V0N,90,14,,,,,,
12679,BC,North Vancouver Island,5943,V0N,90,14,,,,,,
12680,BC,North Vancouver Island,5943,V0N,91,18,,,,,,
12681,BC,North Vancouver Island,5943,V0N,90,86,,,,,,
12682,BC,North Vancouver Island,5943,V0N,95,14,,,,,,
12683,BC,North Vancouver Island,5943,V0N,93,14,,,,,,
12684,BC,North Vancouver Island,5943,V0N,93,14,,,,,,
12685,BC,North Vancouver Island,5943,V0N,92,14,,,,,,
12686,BC,North Vancouver Island,5943,V0N,91,14,,,,,,
12687,BC,North Vancouver Island,5943,V0N,89,14,,,,,,
12688,BC,North Vancouver Island,5943,V0N,87,14,,,,,,
12689,BC,North Vancouver Island,5943,V0N,62,14,,,,,,
12690,BC,North Vancouver Island,5943,V0N,123,14,,,,,,
12691,BC,North Vancouver Island,5943,V0N,98,14,,,,,,
12692,BC,North Vancouver Island,5943,V0N,96,14,,,,,,
12693,BC,North Vancouver Island,5943,V0N,95,14,,,,,,
12694,BC,North Vancouver Island,5943,V0N,93,14,,,,,,
12695,BC,North Vancouver Island,5943,V0N,92,14,,,,,,
12696,BC,North Vancouver Island,5943,V0N,91,14,,,,,,
12697,BC,North Vancouver Island,5943,V0N,91,14,,,,,,
12698,BC,North Vancouver Island,5943,V0N,91,14,,,,,,
12699,BC,North Vancouver Island,5943,V0N,89,14,,,,,,
12700,BC,North Vancouver Island,5943,V0N,90,17,,,,,,
12701,BC,North Vancouver Island,5943,V0P,91,14,,,,,,
12702,BC,North Vancouver Island,5943,V0N,99,14,,,,,,
12703,BC,North Vancouver Island,5943,V0N,90,16,,,,,,
12704,BC,North Vancouver Island,5943,V0N,98,14,,,,,,
12705,BC,North Vancouver Island,5943,V0R,91,14,,,,,,
12706,BC,North Vancouver Island,5943,V0R,91,22,,,,,,
12707,BC,North Vancouver Island,5943,V0P,94,17,,,,,,
12708,BC,Northwest,5951,*,141,21,,,,,,
12709,BC,Northwest,5951,*,91,53,,,,,,
12710,BC,Northwest,5951,V0C,91,14,,,,,,
12711,BC,Northwest,5951,V0C,94,130,,,,,,
12712,BC,Northwest,5951,V0J,111,69,,,,,,
12713,BC,Northwest,5951,V0J,92,14,,,,,,
12714,BC,Northwest,5951,V0J,143,18,,,,,,
12715,BC,Northwest,5951,V0J,98,19,,,,,,
12716,BC,Northwest,5951,V0J,93,54,,,,,,
12717,BC,Northwest,5951,V0J,96,63,,,,,,
12718,BC,Northwest,5951,V0J,101,14,,,,,,
12719,BC,Northwest,5951,V0J,92,14,,,,,,
12720,BC,Northwest,5951,V0J,91,18,,,,,,
12721,BC,Northwest,5951,V0J,91,18,,,,,,
12722,BC,Northwest,5951,V0J,147,22,,,,,,
12723,BC,Northwest,5951,V0J,91,22,,,,,,
12724,BC,Northwest,5951,V0J,90,22,,,,,,
12725,BC,Northwest,5951,V0J,90,30,,,,,,
12726,BC,Northwest,5951,V0J,92,60,,,,,,
12727,BC,Northwest,5951,V0J,91,73,,,,,,
12728,BC,Northwest,5951,V0J,98,84,,,,,,
12729,BC,Northwest,5951,V0J,91,93,,,,,,
12730,BC,Northwest,5951,V0J,116,109,,,,,,
12731,BC,Northwest,5951,V8C,89,14,,,,,,
12732,BC,Northwest,5951,V8C,92,14,,,,,,
12733,BC,Northwest,5951,V8C,99,14,,,,,,
12734,BC,Northwest,5951,V8C,132,14,,,,,,
12735,BC,Northwest,5951,V8C,92,14,,,,,,
12736,BC,Northwest,5951,V8C,93,14,,,,,,
12737,BC,Northwest,5951,V8C,116,14,,,,,,
12738,BC,Northwest,5951,V8C,91,14,,,,,,
12739,BC,Northwest,5951,V8C,100,14,,,,,,
12740,BC,Northwest,5951,V8C,91,14,,,,,,
12741,BC,Northwest,5951,V8C,99,14,,,,,,
12742,BC,Northwest,5951,V8C,91,14,,,,,,
12743,BC,Northwest,5951,V8C,94,14,,,,,,
12744,BC,Northwest,5951,V8C,90,14,,,,,,
12745,BC,Northwest,5951,V8C,62,14,,,,,,
12746,BC,Northwest,5951,V8C,81,14,,,,,,
12747,BC,Northwest,5951,V8C,111,15,,,,,,
12748,BC,Northwest,5951,V8C,92,15,,,,,,
12749,BC,Northwest,5951,V8C,93,15,,,,,,
12750,BC,Northwest,5951,V8C,91,16,,,,,,
12751,BC,Northwest,5951,V8C,91,17,,,,,,
12752,BC,Northwest,5951,V8C,91,18,,,,,,
12753,BC,Northwest,5951,V8C,89,22,,,,,,
12754,BC,Northwest,5951,V8C,77,22,,,,,,
12755,BC,Northwest,5951,V8C,102,25,,,,,,
12756,BC,Northwest,5951,V8C,95,31,,,,,,
12757,BC,Northwest,5951,V8C,69,34,,,,,,
12758,BC,Northwest,5951,V8C,96,35,,,,,,
12759,BC,Northwest,5951,V8C,104,38,,,,,,
12760,BC,Northwest,5951,V8C,102,91,,,,,,
12761,BC,Northwest,5951,V0T,121,14,,,,,,
12762,BC,Northwest,5951,V0T,105,14,,,,,,
12763,BC,Northwest,5951,V0T,93,14,,,,,,
12764,BC,Northwest,5951,V0T,92,14,,,,,,
12765,BC,Northwest,5951,V0T,92,14,,,,,,
12766,BC,Northwest,5951,V0T,90,14,,,,,,
12767,BC,Northwest,5951,V0T,98,17,,,,,,
12768,BC,Northwest,5951,V0J,106,14,,,,,,
12769,BC,Northwest,5951,V0J,91,14,,,,,,
12770,BC,Northwest,5951,V0J,99,24,,,,,,
12771,BC,Northwest,5951,V0J,91,25,,,,,,
12772,BC,Northwest,5951,V0J,93,27,,,,,,
12773,BC,Northwest,5951,V0J,93,31,,,,,,
12774,BC,Northwest,5951,V0T,94,14,,,,,,
12775,BC,Northwest,5951,*,97,36,,,,,,
12776,BC,Northwest,5951,V8J,122,14,,,,,,
12777,BC,Northwest,5951,V8J,91,14,,,,,,
12778,BC,Northwest,5951,V8J,91,14,,,,,,
12779,BC,Northwest,5951,V8J,92,14,,,,,,
12780,BC,Northwest,5951,V8J,93,14,,,,,,
12781,BC,Northwest,5951,V8J,90,14,,,,,,
12782,BC,Northwest,5951,V8J,101,14,,,,,,
12783,BC,Northwest,5951,V8J,90,14,,,,,,
12784,BC,Northwest,5951,V8J,106,14,,,,,,
12785,BC,Northwest,5951,V8J,98,14,,,,,,
12786,BC,Northwest,5951,V8J,91,14,,,,,,
12787,BC,Northwest,5951,V8J,91,14,,,,,,
12788,BC,Northwest,5951,V8J,91,14,,,,,,
12789,BC,Northwest,5951,V8J,101,14,,,,,,
12790,BC,Northwest,5951,V8J,92,14,,,,,,
12791,BC,Northwest,5951,V8J,167,14,,,,,,
12792,BC,Northwest,5951,V8J,92,14,,,,,,
12793,BC,Northwest,5951,V8J,91,14,,,,,,
12794,BC,Northwest,5951,V8J,90,14,,,,,,
12795,BC,Northwest,5951,V8J,104,14,,,,,,
12796,BC,Northwest,5951,V8J,92,14,,,,,,
12797,BC,Northwest,5951,V8J,125,14,,,,,,
12798,BC,Northwest,5951,V8J,91,14,,,,,,
12799,BC,Northwest,5951,V8J,101,14,,,,,,
12800,BC,Northwest,5951,V8J,109,14,,,,,,
12801,BC,Northwest,5951,V8J,90,14,,,,,,
12802,BC,Northwest,5951,V8J,105,14,,,,,,
12803,BC,Northwest,5951,V8J,92,14,,,,,,
12804,BC,Northwest,5951,V8J,93,14,,,,,,
12805,BC,Northwest,5951,V8J,90,14,,,,,,
12806,BC,Northwest,5951,V8J,91,14,,,,,,
12807,BC,Northwest,5951,V8J,100,14,,,,,,
12808,BC,Northwest,5951,V8J,102,14,,,,,,
12809,BC,Northwest,5951,V8J,90,14,,,,,,
12810,BC,Northwest,5951,V8J,96,15,,,,,,
12811,BC,Northwest,5951,V8J,93,19,,,,,,
12812,BC,Northwest,5951,V0T,151,14,,,,,,
12813,BC,Northwest,5951,V0T,98,14,,,,,,
12814,BC,Northwest,5951,V0T,97,14,,,,,,
12815,BC,Northwest,5951,V0T,97,14,,,,,,
12816,BC,Northwest,5951,V0T,91,14,,,,,,
12817,BC,Northwest,5951,V0T,91,14,,,,,,
12818,BC,Northwest,5951,V0T,90,22,,,,,,
12819,BC,Northwest,5951,V0T,95,91,,,,,,
12820,BC,Northwest,5951,V0T,90,26,,,,,,
12821,BC,Northwest,5951,V0T,97,81,,,,,,
12822,BC,Northwest,5951,V0J,98,14,,,,,,
12823,BC,Northwest,5951,V0J,91,14,,,,,,
12824,BC,Northwest,5951,V0J,95,14,,,,,,
12825,BC,Northwest,5951,V0J,90,14,,,,,,
12826,BC,Northwest,5951,V0J,97,26,,,,,,
12827,BC,Northwest,5951,V0J,91,27,,,,,,
12828,BC,Northwest,5951,V0J,91,28,,,,,,
12829,BC,Northwest,5951,V0J,91,29,,,,,,
12830,BC,Northwest,5951,V0J,90,32,,,,,,
12831,BC,Northwest,5951,V0J,91,41,,,,,,
12832,BC,Northwest,5951,V0J,93,86,,,,,,
12833,BC,Northwest,5951,V0J,92,169,,,,,,
12834,BC,Northwest,5951,V0J,91,197,,,,,,
12835,BC,Northwest,5951,V0J,93,217,,,,,,
12836,BC,Northwest,5951,V0J,93,14,,,,,,
12837,BC,Northwest,5951,V0T,91,14,,,,,,
12838,BC,Northwest,5951,V0T,90,14,,,,,,
12839,BC,Northwest,5951,V0J,106,14,,,,,,
12840,BC,Northwest,5951,V0J,96,14,,,,,,
12841,BC,Northwest,5951,V0J,91,14,,,,,,
12842,BC,Northwest,5951,V0J,100,14,,,,,,
12843,BC,Northwest,5951,V0J,92,14,,,,,,
12844,BC,Northwest,5951,V0J,90,17,,,,,,
12845,BC,Northwest,5951,V0J,96,23,,,,,,
12846,BC,Northwest,5951,V0J,91,130,,,,,,
12847,BC,Northwest,5951,V8G,95,109,,,,,,
12848,BC,Northwest,5951,V8G,91,14,,,,,,
12849,BC,Northwest,5951,V8G,91,14,,,,,,
12850,BC,Northwest,5951,V8G,97,14,,,,,,
12851,BC,Northwest,5951,V8G,91,14,,,,,,
12852,BC,Northwest,5951,V8G,103,14,,,,,,
12853,BC,Northwest,5951,V8G,93,14,,,,,,
12854,BC,Northwest,5951,V8G,92,14,,,,,,
12855,BC,Northwest,5951,V8G,121,14,,,,,,
12856,BC,Northwest,5951,V8G,91,14,,,,,,
12857,BC,Northwest,5951,V8G,94,14,,,,,,
12858,BC,Northwest,5951,V8G,104,16,,,,,,
12859,BC,Northwest,5951,V8G,91,20,,,,,,
12860,BC,Northwest,5951,V8G,109,21,,,,,,
12861,BC,Northwest,5951,V8G,90,21,,,,,,
12862,BC,Northwest,5951,V8G,93,22,,,,,,
12863,BC,Northwest,5951,V8G,106,23,,,,,,
12864,BC,Northwest,5951,V8G,92,24,,,,,,
12865,BC,Northwest,5951,V8G,91,25,,,,,,
12866,BC,Northwest,5951,V8G,94,25,,,,,,
12867,BC,Northwest,5951,V8G,96,25,,,,,,
12868,BC,Northwest,5951,V8G,95,27,,,,,,
12869,BC,Northwest,5951,V8G,113,29,,,,,,
12870,BC,Northwest,5951,V8G,92,33,,,,,,
12871,BC,Northwest,5951,V8G,93,36,,,,,,
12872,BC,Northwest,5951,V8G,91,41,,,,,,
12873,BC,Northwest,5951,V8G,138,41,,,,,,
12874,BC,Northwest,5951,V8G,132,51,,,,,,
12875,BC,Northwest,5951,V8G,124,51,,,,,,
12876,BC,Northwest,5951,V8G,110,58,,,,,,
12877,BC,Northwest,5951,V8G,92,62,,,,,,
12878,BC,Northwest,5951,V8G,92,70,,,,,,
12879,BC,Northwest,5951,V8G,97,72,,,,,,
12880,BC,Northwest,5951,V8G,91,75,,,,,,
12881,BC,Northwest,5951,V8G,90,75,,,,,,
12882,BC,Northwest,5951,V8G,91,76,,,,,,
12883,BC,Northwest,5951,V8G,126,84,,,,,,
12884,BC,Northwest,5951,V8G,124,84,,,,,,
12885,BC,Northwest,5951,V8G,91,92,,,,,,
12886,BC,Northwest,5951,V8G,93,92,,,,,,
12887,BC,Northwest,5951,V8G,91,101,,,,,,
12888,BC,Northwest,5951,V8G,119,110,,,,,,
12889,BC,Northwest,5951,V8G,93,115,,,,,,
12890,BC,Northwest,5951,V8G,91,134,,,,,,
12891,BC,Northwest,5951,V8G,130,134,,,,,,
12892,BC,Northwest,5951,V8G,95,138,,,,,,
12893,BC,Northwest,5951,V8G,91,139,,,,,,
12894,BC,Northwest,5951,V8G,90,152,,,,,,
12895,BC,Northwest,5951,V8G,92,163,,,,,,
12896,BC,Northwest,5951,V8G,93,165,,,,,,
12897,BC,Northwest,5951,V8G,90,196,,,,,,
12898,BC,Northwest,5951,V8G,91,226,,,,,,
12899,BC,Northwest,5951,V8G,91,228,,,,,,
12900,BC,Northwest,5951,V8G,109,242,,,,,,
12901,BC,Northwest,5951,V8G,92,297,,,,,,
12902,BC,Northwest,5951,V8G,90,300,,,,,,
12903,BC,Northwest,5951,V8G,93,427,,,,,,
12904,BC,Northwest,5951,V8G,91,621,,,,,,
12905,BC,Northwest,5951,V8G,104,886,,,,,,
12906,BC,Northwest,5951,V8G,100,27,,,,,,
12907,BC,Northwest,5951,V8G,91,80,,,,,,
12908,BC,Northwest,5951,V8G,91,123,,,,,,
12909,BC,Northwest,5951,V8G,83,142,,,,,,
12910,BC,Northwest,5951,V8G,91,157,,,,,,
12911,BC,Northwest,5951,V8G,91,176,,,,,,
12912,BC,Northwest,5951,V8G,92,847,,,,,,
12913,BC,Northwest,5951,V0T,106,14,,,,,,
12914,BC,Northwest,5951,V0T,99,14,,,,,,
12915,BC,Northwest,5951,V0T,91,14,,,,,,
12916,BC,Northwest,5951,V0J,107,14,,,,,,
12917,BC,Northwest,5951,V0J,91,16,,,,,,
12918,BC,Northwest,5951,V0J,90,219,,,,,,
12919,BC,Northern Interior,5952,V0L,93,14,,,,,,
12920,BC,Northern Interior,5952,V0L,91,21,,,,,,
12921,BC,Northern Interior,5952,V0C,91,138,,,,,,
12922,BC,Northern Interior,5952,V0J,102,14,,,,,,
12923,BC,Northern Interior,5952,V0J,114,14,,,,,,
12924,BC,Northern Interior,5952,V0J,107,14,,,,,,
12925,BC,Northern Interior,5952,V0J,93,14,,,,,,
12926,BC,Northern Interior,5952,V0J,90,14,,,,,,
12927,BC,Northern Interior,5952,V0J,91,15,,,,,,
12928,BC,Northern Interior,5952,V0J,99,25,,,,,,
12929,BC,Northern Interior,5952,V0J,90,25,,,,,,
12930,BC,Northern Interior,5952,V0J,94,26,,,,,,
12931,BC,Northern Interior,5952,V0J,90,27,,,,,,
12932,BC,Northern Interior,5952,V0J,97,28,,,,,,
12933,BC,Northern Interior,5952,V0J,91,29,,,,,,
12934,BC,Northern Interior,5952,V0J,90,30,,,,,,
12935,BC,Northern Interior,5952,V0J,91,32,,,,,,
12936,BC,Northern Interior,5952,V0J,92,37,,,,,,
12937,BC,Northern Interior,5952,V0J,91,38,,,,,,
12938,BC,Northern Interior,5952,V0J,91,62,,,,,,
12939,BC,Northern Interior,5952,V0J,93,75,,,,,,
12940,BC,Northern Interior,5952,V0J,95,109,,,,,,
12941,BC,Northern Interior,5952,V0J,92,133,,,,,,
12942,BC,Northern Interior,5952,V0C,107,41,,,,,,
12943,BC,Northern Interior,5952,V0C,111,67,,,,,,
12944,BC,Northern Interior,5952,V0C,91,211,,,,,,
12945,BC,Northern Interior,5952,V0J,91,87,,,,,,
12946,BC,Northern Interior,5952,V0J,92,300,,,,,,
12947,BC,Northern Interior,5952,V0J,153,14,,,,,,
12948,BC,Northern Interior,5952,V0J,91,14,,,,,,
12949,BC,Northern Interior,5952,V0J,90,36,,,,,,
12950,BC,Northern Interior,5952,V0J,91,54,,,,,,
12951,BC,Northern Interior,5952,V0J,92,83,,,,,,
12952,BC,Northern Interior,5952,V0J,94,94,,,,,,
12953,BC,Northern Interior,5952,V0J,93,177,,,,,,
12954,BC,Northern Interior,5952,V0J,91,27,,,,,,
12955,BC,Northern Interior,5952,V0J,109,63,,,,,,
12956,BC,Northern Interior,5952,V0J,92,124,,,,,,
12957,BC,Northern Interior,5952,V0J,91,37,,,,,,
12958,BC,Northern Interior,5952,V0J,91,41,,,,,,
12959,BC,Northern Interior,5952,V0J,93,61,,,,,,
12960,BC,Northern Interior,5952,V0J,91,89,,,,,,
12961,BC,Northern Interior,5952,V0J,92,96,,,,,,
12962,BC,Northern Interior,5952,V0C,91,26,,,,,,
12963,BC,Northern Interior,5952,V0J,92,14,,,,,,
12964,BC,Northern Interior,5952,V0J,91,15,,,,,,
12965,BC,Northern Interior,5952,V0J,91,99,,,,,,
12966,BC,Northern Interior,5952,V2N,88,22,,,,,,
12967,BC,Northern Interior,5952,V2K,89,14,,,,,,
12968,BC,Northern Interior,5952,V2K,99,16,,,,,,
12969,BC,Northern Interior,5952,V2K,135,17,,,,,,
12970,BC,Northern Interior,5952,V2K,91,18,,,,,,
12971,BC,Northern Interior,5952,V2K,103,19,,,,,,
12972,BC,Northern Interior,5952,V2K,92,20,,,,,,
12973,BC,Northern Interior,5952,V2K,92,20,,,,,,
12974,BC,Northern Interior,5952,V2K,92,23,,,,,,
12975,BC,Northern Interior,5952,V2K,109,24,,,,,,
12976,BC,Northern Interior,5952,V2K,95,25,,,,,,
12977,BC,Northern Interior,5952,V2K,91,26,,,,,,
12978,BC,Northern Interior,5952,V2K,92,27,,,,,,
12979,BC,Northern Interior,5952,V2K,92,29,,,,,,
12980,BC,Northern Interior,5952,V2K,91,29,,,,,,
12981,BC,Northern Interior,5952,V2K,117,30,,,,,,
12982,BC,Northern Interior,5952,V2K,90,30,,,,,,
12983,BC,Northern Interior,5952,V2K,102,31,,,,,,
12984,BC,Northern Interior,5952,V2K,94,41,,,,,,
12985,BC,Northern Interior,5952,V2K,91,44,,,,,,
12986,BC,Northern Interior,5952,V2K,94,47,,,,,,
12987,BC,Northern Interior,5952,V2K,98,76,,,,,,
12988,BC,Northern Interior,5952,V2K,91,77,,,,,,
12989,BC,Northern Interior,5952,V2K,91,81,,,,,,
12990,BC,Northern Interior,5952,V2K,92,85,,,,,,
12991,BC,Northern Interior,5952,V2K,91,88,,,,,,
12992,BC,Northern Interior,5952,V2K,89,96,,,,,,
12993,BC,Northern Interior,5952,V2K,94,121,,,,,,
12994,BC,Northern Interior,5952,V2K,91,142,,,,,,
12995,BC,Northern Interior,5952,V2K,92,174,,,,,,
12996,BC,Northern Interior,5952,V2K,94,181,,,,,,
12997,BC,Northern Interior,5952,V2K,91,187,,,,,,
12998,BC,Northern Interior,5952,V2K,94,385,,,,,,
12999,BC,Northern Interior,5952,V2K,125,490,,,,,,
13000,BC,Northern Interior,5952,V2K,91,762,,,,,,
13001,BC,Northern Interior,5952,V2L,177,14,,,,,,
13002,BC,Northern Interior,5952,V2L,91,27,,,,,,
13003,BC,Northern Interior,5952,V2L,90,38,,,,,,
13004,BC,Northern Interior,5952,V2L,95,86,,,,,,
13005,BC,Northern Interior,5952,V2L,93,120,,,,,,
13006,BC,Northern Interior,5952,V2L,91,133,,,,,,
13007,BC,Northern Interior,5952,V2M,97,27,,,,,,
13008,BC,Northern Interior,5952,V2M,91,33,,,,,,
13009,BC,Northern Interior,5952,V2M,97,91,,,,,,
13010,BC,Northern Interior,5952,V2M,114,93,,,,,,
13011,BC,Northern Interior,5952,V2M,91,128,,,,,,
13012,BC,Northern Interior,5952,V2M,90,248,,,,,,
13013,BC,Northern Interior,5952,V2M,107,283,,,,,,
13014,BC,Northern Interior,5952,V2M,90,316,,,,,,
13015,BC,Northern Interior,5952,V2M,98,366,,,,,,
13016,BC,Northern Interior,5952,V2M,92,448,,,,,,
13017,BC,Northern Interior,5952,V2M,92,496,,,,,,
13018,BC,Northern Interior,5952,V2M,99,558,,,,,,
13019,BC,Northern Interior,5952,V2M,94,729,,,,,,
13020,BC,Northern Interior,5952,V2M,95,845,,,,,,
13021,BC,Northern Interior,5952,V2N,105,14,,,,,,
13022,BC,Northern Interior,5952,V2N,94,14,,,,,,
13023,BC,Northern Interior,5952,V2N,108,14,,,,,,
13024,BC,Northern Interior,5952,V2N,92,14,,,,,,
13025,BC,Northern Interior,5952,V2N,93,14,,,,,,
13026,BC,Northern Interior,5952,V2N,92,14,,,,,,
13027,BC,Northern Interior,5952,V2N,92,14,,,,,,
13028,BC,Northern Interior,5952,V2N,61,17,,,,,,
13029,BC,Northern Interior,5952,V2N,91,21,,,,,,
13030,BC,Northern Interior,5952,V2N,91,23,,,,,,
13031,BC,Northern Interior,5952,V2N,91,28,,,,,,
13032,BC,Northern Interior,5952,V2N,101,33,,,,,,
13033,BC,Northern Interior,5952,V2N,62,34,,,,,,
13034,BC,Northern Interior,5952,V2N,92,36,,,,,,
13035,BC,Northern Interior,5952,V2N,77,37,,,,,,
13036,BC,Northern Interior,5952,V2N,92,37,,,,,,
13037,BC,Northern Interior,5952,V2N,92,38,,,,,,
13038,BC,Northern Interior,5952,V2N,91,47,,,,,,
13039,BC,Northern Interior,5952,V2N,97,55,,,,,,
13040,BC,Northern Interior,5952,V2N,91,65,,,,,,
13041,BC,Northern Interior,5952,V2N,90,66,,,,,,
13042,BC,Northern Interior,5952,V2N,96,81,,,,,,
13043,BC,Northern Interior,5952,V2N,92,87,,,,,,
13044,BC,Northern Interior,5952,V2N,92,95,,,,,,
13045,BC,Northern Interior,5952,V2N,102,100,,,,,,
13046,BC,Northern Interior,5952,V2N,91,115,,,,,,
13047,BC,Northern Interior,5952,V2N,91,148,,,,,,
13048,BC,Northern Interior,5952,V2N,91,157,,,,,,
13049,BC,Northern Interior,5952,V2N,157,168,,,,,,
13050,BC,Northern Interior,5952,V2N,91,175,,,,,,
13051,BC,Northern Interior,5952,V2N,113,219,,,,,,
13052,BC,Northern Interior,5952,V2N,92,251,,,,,,
13053,BC,Northern Interior,5952,V2N,94,263,,,,,,
13054,BC,Northern Interior,5952,V2N,108,345,,,,,,
13055,BC,Northern Interior,5952,V2N,92,353,,,,,,
13056,BC,Northern Interior,5952,V2N,91,509,,,,,,
13057,BC,Northern Interior,5952,V2N,91,816,,,,,,
13058,BC,Northern Interior,5952,V2J,91,14,,,,,,
13059,BC,Northern Interior,5952,V2J,91,14,,,,,,
13060,BC,Northern Interior,5952,V2J,97,14,,,,,,
13061,BC,Northern Interior,5952,V2J,90,14,,,,,,
13062,BC,Northern Interior,5952,V2J,91,16,,,,,,
13063,BC,Northern Interior,5952,V2J,99,20,,,,,,
13064,BC,Northern Interior,5952,V2J,98,20,,,,,,
13065,BC,Northern Interior,5952,V2J,107,21,,,,,,
13066,BC,Northern Interior,5952,V2J,109,22,,,,,,
13067,BC,Northern Interior,5952,V2J,91,22,,,,,,
13068,BC,Northern Interior,5952,V2J,92,23,,,,,,
13069,BC,Northern Interior,5952,V2J,93,26,,,,,,
13070,BC,Northern Interior,5952,V2J,91,27,,,,,,
13071,BC,Northern Interior,5952,V2J,91,30,,,,,,
13072,BC,Northern Interior,5952,V2J,107,38,,,,,,
13073,BC,Northern Interior,5952,V2J,91,42,,,,,,
13074,BC,Northern Interior,5952,V2J,93,57,,,,,,
13075,BC,Northern Interior,5952,V2J,91,59,,,,,,
13076,BC,Northern Interior,5952,V2J,94,61,,,,,,
13077,BC,Northern Interior,5952,V2J,90,61,,,,,,
13078,BC,Northern Interior,5952,V2J,92,69,,,,,,
13079,BC,Northern Interior,5952,V2J,92,70,,,,,,
13080,BC,Northern Interior,5952,V2J,91,82,,,,,,
13081,BC,Northern Interior,5952,V2J,95,86,,,,,,
13082,BC,Northern Interior,5952,V2J,91,90,,,,,,
13083,BC,Northern Interior,5952,V2J,90,90,,,,,,
13084,BC,Northern Interior,5952,V2J,91,105,,,,,,
13085,BC,Northern Interior,5952,V2J,92,113,,,,,,
13086,BC,Northern Interior,5952,V2J,91,170,,,,,,
13087,BC,Northern Interior,5952,V2J,92,188,,,,,,
13088,BC,Northern Interior,5952,V2J,86,226,,,,,,
13089,BC,Northern Interior,5952,V2J,91,296,,,,,,
13090,BC,Northern Interior,5952,V0J,94,14,,,,,,
13091,BC,Northern Interior,5952,V0J,93,14,,,,,,
13092,BC,Northern Interior,5952,V0J,93,14,,,,,,
13093,BC,Northern Interior,5952,V0J,92,14,,,,,,
