resultNumber,censusMetropolitanArea,province,forwardSortationAreaCodes,testDurationInDays,averageRadonConcentrationInBqPerM3,averageThoronConcentrationInBqPerM3
1176,Barrie CMA,ON,L4N,91,61,14
1177,Barrie CMA,ON,L4N,93,91,14
1178,Barrie CMA,ON,L4N,91,85,14
1179,Barrie CMA,ON,L4N,91,72,14
1180,Barrie CMA,ON,L4N,97,49,14
1181,Barrie CMA,ON,L4N,90,51,23
1182,Barrie CMA,ON,L4N,93,29,14
1183,Barrie CMA,ON,L4N,114,87,33
1184,Brantford CMA,ON,*,99,21,35
1185,Brantford CMA,ON,N3L,92,87,14
1186,Brantford CMA,ON,N3L,102,106,14
1187,Brantford CMA,ON,N3L,90,141,16
1188,Brantford CMA,ON,N3L,93,137,16
1189,Brantford CMA,ON,N3L,117,272,14
1190,Brantford CMA,ON,N3L,106,461,56
1191,Brantford CMA,ON,N3L,96,470,14
1192,Brantford CMA,ON,N3L,92,108,14
1193,Brantford CMA,ON,N3L,90,250,14
1194,Brantford CMA,ON,N3L,92,119,14
1195,Brantford CMA,ON,N3L,92,308,14
1196,Brantford CMA,ON,N3L,90,241,14
1197,Brantford CMA,ON,N3L,91,218,31
1198,Brantford CMA,ON,N3L,91,174,14
1199,Brantford CMA,ON,N3L,95,135,23
1200,Brantford CMA,ON,N3P,91,14,14
1201,Brantford CMA,ON,N3P,90,14,77
1202,Brantford CMA,ON,N3P,97,91,14
1203,Brantford CMA,ON,N3P,91,43,14
1204,Brantford CMA,ON,N3P,94,64,14
1205,Brantford CMA,ON,N3P,102,105,14
1206,Brantford CMA,ON,N3P,98,124,14
1207,Brantford CMA,ON,N3P,118,130,14
1208,Brantford CMA,ON,N3P,96,52,14
1209,Brantford CMA,ON,N3P,99,40,14
1210,Brantford CMA,ON,N3P,99,35,14
1211,Brantford CMA,ON,N3P,100,194,14
1212,Brantford CMA,ON,N3P,91,35,14
1213,Brantford CMA,ON,N3R,91,61,18
1214,Brantford CMA,ON,N3R,85,60,14
1215,Brantford CMA,ON,N3R,93,62,25
1216,Brantford CMA,ON,N3R,122,97,14
1217,Brantford CMA,ON,N3R,119,164,14
1218,Brantford CMA,ON,N3R,91,63,14
1219,Brantford CMA,ON,N3R,90,70,14
1220,Brantford CMA,ON,N3R,91,114,14
1221,Brantford CMA,ON,N3R,91,73,14
1222,Brantford CMA,ON,N3R,91,239,14
1223,Brantford CMA,ON,N3R,91,72,14
1224,Brantford CMA,ON,N3R,88,46,14
1225,Brantford CMA,ON,N3R,91,47,14
1226,Brantford CMA,ON,N3R,94,29,14
1227,Brantford CMA,ON,N3R,90,133,14
1228,Brantford CMA,ON,N3R,91,22,14
1229,Brantford CMA,ON,N3R,90,183,14
1230,Brantford CMA,ON,N3R,91,42,14
1231,Brantford CMA,ON,N3R,99,81,14
1232,Brantford CMA,ON,N3R,97,61,25
1233,Brantford CMA,ON,N3S,101,178,14
1234,Brantford CMA,ON,N3S,103,67,14
1235,Brantford CMA,ON,N3S,136,34,20
1236,Brantford CMA,ON,N3S,92,34,14
1237,Brantford CMA,ON,N3S,91,75,14
1238,Brantford CMA,ON,N3S,91,30,55
1239,Brantford CMA,ON,N3S,117,28,14
1240,Brantford CMA,ON,N3S,92,62,14
1241,Brantford CMA,ON,N3S,97,199,18
1242,Brantford CMA,ON,N3S,62,38,22
1243,Brantford CMA,ON,N3S,90,88,14
1244,Brantford CMA,ON,N3S,92,31,69
1245,Brantford CMA,ON,N3S,89,35,17
1246,Brantford CMA,ON,N3S,104,31,72
1247,Brantford CMA,ON,N3S,91,14,111
1248,Brantford CMA,ON,N3S,91,39,14
1249,Brantford CMA,ON,N3T,93,59,14
1250,Brantford CMA,ON,N3T,92,41,16
1251,Brantford CMA,ON,N3T,96,56,14
1252,Brantford CMA,ON,N3T,116,369,14
1253,Brantford CMA,ON,N3T,90,54,14
1254,Brantford CMA,ON,N3T,90,71,14
1255,Brantford CMA,ON,N3T,91,53,N/A
1256,Brantford CMA,ON,N3T,92,48,17
1257,Brantford CMA,ON,N3T,84,56,14
1258,Brantford CMA,ON,N3T,91,79,29
1259,Brantford CMA,ON,N3T,91,396,14
1260,Brantford CMA,ON,N3T,92,82,14
1261,Brantford CMA,ON,N3T,92,150,14
1262,Brantford CMA,ON,N3T,91,98,14
1263,Brantford CMA,ON,N3T,91,118,14
1264,Brantford CMA,ON,N3T,94,55,14
1265,Brantford CMA,ON,N3T,91,72,14
1266,Brantford CMA,ON,N3T,90,225,14
1267,Brantford CMA,ON,N3T,95,61,14
1268,Brantford CMA,ON,N3T,97,148,14
1269,Brantford CMA,ON,N3T,103,46,14
1270,Brantford CMA,ON,N3T,95,46,14
1271,Brantford CMA,ON,N3T,94,237,14
1272,Greater Sudbury CMA,ON,P3A,91,129,14
1273,Greater Sudbury CMA,ON,P3A,90,27,14
1274,Greater Sudbury CMA,ON,P3A,91,158,14
1275,Greater Sudbury CMA,ON,P3A,92,64,14
1276,Greater Sudbury CMA,ON,P3A,109,90,14
1277,Greater Sudbury CMA,ON,P3A,94,108,14
1278,Greater Sudbury CMA,ON,P3A,95,49,14
1279,Greater Sudbury CMA,ON,P3A,90,108,14
1280,Greater Sudbury CMA,ON,P3A,91,139,14
1281,Greater Sudbury CMA,ON,P3A,92,165,14
1282,Greater Sudbury CMA,ON,P3A,93,108,14
1283,Greater Sudbury CMA,ON,P3A,94,71,14
1284,Greater Sudbury CMA,ON,P3A,91,65,14
1285,Greater Sudbury CMA,ON,P3A,102,134,20
1286,Greater Sudbury CMA,ON,P3A,100,92,14
1287,Greater Sudbury CMA,ON,P3A,86,153,14
1288,Greater Sudbury CMA,ON,P3A,93,60,14
1289,Greater Sudbury CMA,ON,P3A,99,91,14
1290,Greater Sudbury CMA,ON,P3A,87,67,14
1291,Greater Sudbury CMA,ON,P3A,159,137,14
1292,Greater Sudbury CMA,ON,P3A,91,65,16
1293,Greater Sudbury CMA,ON,P3A,99,324,14
1294,Greater Sudbury CMA,ON,P3A,90,93,14
1295,Greater Sudbury CMA,ON,P3A,91,85,14
1296,Greater Sudbury CMA,ON,P3A,117,45,14
1297,Greater Sudbury CMA,ON,P3A,93,57,14
1298,Greater Sudbury CMA,ON,P3B,92,298,14
1299,Greater Sudbury CMA,ON,P3B,97,33,23
1300,Greater Sudbury CMA,ON,P3B,110,106,14
1301,Greater Sudbury CMA,ON,P3B,90,63,14
1302,Greater Sudbury CMA,ON,P3B,91,66,14
1303,Greater Sudbury CMA,ON,P3B,61,150,N/A
1304,Greater Sudbury CMA,ON,P3B,91,87,N/A
1305,Greater Sudbury CMA,ON,P3B,92,112,14
1306,Greater Sudbury CMA,ON,P3B,91,100,14
1307,Greater Sudbury CMA,ON,P3B,93,85,14
1308,Greater Sudbury CMA,ON,P3B,111,174,21
1309,Greater Sudbury CMA,ON,P3B,107,103,14
1310,Greater Sudbury CMA,ON,P3B,103,24,14
1311,Greater Sudbury CMA,ON,P3B,111,93,17
1312,Greater Sudbury CMA,ON,P3B,122,192,14
1313,Greater Sudbury CMA,ON,P3B,91,218,14
1314,Greater Sudbury CMA,ON,P3B,96,248,14
1315,Greater Sudbury CMA,ON,P3C,91,68,14
1316,Greater Sudbury CMA,ON,P3C,91,33,14
1317,Greater Sudbury CMA,ON,P3C,107,90,38
1318,Greater Sudbury CMA,ON,P3C,99,77,14
1319,Greater Sudbury CMA,ON,P3C,91,190,14
1320,Greater Sudbury CMA,ON,P3C,109,31,14
1321,Greater Sudbury CMA,ON,P3C,115,124,14
1322,Greater Sudbury CMA,ON,P3C,92,98,14
1323,Greater Sudbury CMA,ON,P3C,94,69,14
1324,Greater Sudbury CMA,ON,P3C,91,196,14
1325,Greater Sudbury CMA,ON,P3C,96,58,30
1326,Greater Sudbury CMA,ON,P3C,91,85,21
1327,Greater Sudbury CMA,ON,P3C,104,124,14
1328,Greater Sudbury CMA,ON,P3C,103,47,14
1329,Greater Sudbury CMA,ON,P3C,102,150,14
1330,Greater Sudbury CMA,ON,P3C,169,16,14
1331,Greater Sudbury CMA,ON,P3C,94,88,14
1332,Greater Sudbury CMA,ON,P3C,92,454,27
1333,Greater Sudbury CMA,ON,P3E,99,201,14
1334,Greater Sudbury CMA,ON,P3E,91,88,14
1335,Greater Sudbury CMA,ON,P3E,94,222,14
1336,Greater Sudbury CMA,ON,P3E,90,232,14
1337,Greater Sudbury CMA,ON,P3E,90,70,16
1338,Greater Sudbury CMA,ON,P3E,91,42,14
1339,Greater Sudbury CMA,ON,P3E,91,102,14
1340,Greater Sudbury CMA,ON,P3E,91,267,103
1341,Greater Sudbury CMA,ON,P3E,92,60,14
1342,Greater Sudbury CMA,ON,P3E,90,26,23
1343,Greater Sudbury CMA,ON,P3E,96,88,14
1344,Greater Sudbury CMA,ON,P3E,90,94,14
1345,Greater Sudbury CMA,ON,P3E,91,24,14
1346,Greater Sudbury CMA,ON,P3E,93,112,14
1347,Greater Sudbury CMA,ON,P3E,91,205,14
1348,Greater Sudbury CMA,ON,P3E,98,736,14
1349,Greater Sudbury CMA,ON,P3E,91,143,14
1350,Greater Sudbury CMA,ON,P3E,98,289,14
1351,Greater Sudbury CMA,ON,P3E,94,121,14
1352,Greater Sudbury CMA,ON,P3E,96,125,14
1353,Greater Sudbury CMA,ON,P3E,91,607,14
1354,Greater Sudbury CMA,ON,P3G,95,106,14
1355,Greater Sudbury CMA,ON,P3G,101,196,14
1356,Greater Sudbury CMA,ON,P3G,121,87,14
1357,Greater Sudbury CMA,ON,P3G,91,88,14
1358,Greater Sudbury CMA,ON,P3G,91,24,14
1359,Greater Sudbury CMA,ON,P3G,100,206,14
1360,Greater Sudbury CMA,ON,P3G,91,120,14
1361,Greater Sudbury CMA,ON,P3G,91,153,14
1362,Greater Sudbury CMA,ON,P3G,94,384,14
1363,Greater Sudbury CMA,ON,P3G,92,145,14
1364,Greater Sudbury CMA,ON,P3G,91,70,14
1365,Greater Sudbury CMA,ON,P3G,91,62,14
1366,Guelph CMA,ON,N1C,91,125,14
1367,Guelph CMA,ON,N1C,97,45,14
1368,Guelph CMA,ON,N1C,83,311,14
1369,Guelph CMA,ON,N1C,92,107,14
1370,Guelph CMA,ON,N1C,90,44,14
1371,Guelph CMA,ON,N1C,91,28,14
1372,Guelph CMA,ON,N1C,95,81,16
1373,Guelph CMA,ON,N1C,105,98,14
1374,Guelph CMA,ON,N1C,66,42,14
1375,Guelph CMA,ON,N1C,96,37,14
1376,Guelph CMA,ON,N1C,91,39,14
1377,Guelph CMA,ON,N1C,94,34,19
1378,Guelph CMA,ON,N1C,93,56,14
1379,Guelph CMA,ON,N1C,98,57,14
1380,Guelph CMA,ON,N1E,95,89,14
1381,Guelph CMA,ON,N1E,109,23,14
1382,Guelph CMA,ON,N1E,91,129,14
1383,Guelph CMA,ON,N1E,90,22,15
1384,Guelph CMA,ON,N1E,91,43,14
1385,Guelph CMA,ON,N1E,91,78,14
1386,Guelph CMA,ON,N1E,122,18,14
1387,Guelph CMA,ON,N1E,92,175,14
1388,Guelph CMA,ON,N1E,99,52,17
1389,Guelph CMA,ON,N1E,92,131,14
1390,Guelph CMA,ON,N1E,92,211,14
1391,Guelph CMA,ON,N1E,130,91,14
1392,Guelph CMA,ON,N1E,92,228,14
1393,Guelph CMA,ON,N1E,91,81,14
1394,Guelph CMA,ON,N1E,109,56,14
1395,Guelph CMA,ON,N1E,99,57,28
1396,Guelph CMA,ON,N1E,95,48,20
1397,Guelph CMA,ON,N1E,93,29,14
1398,Guelph CMA,ON,N1G,102,38,14
1399,Guelph CMA,ON,N1G,100,50,14
1400,Guelph CMA,ON,N1G,104,196,14
1401,Guelph CMA,ON,N1G,91,984,14
1402,Guelph CMA,ON,N1G,93,166,14
1403,Guelph CMA,ON,N1G,123,54,14
1404,Guelph CMA,ON,N1G,91,80,14
1405,Guelph CMA,ON,N1G,90,298,14
1406,Guelph CMA,ON,N1G,91,150,29
1407,Guelph CMA,ON,N1G,91,39,14
1408,Guelph CMA,ON,N1G,91,69,14
1409,Guelph CMA,ON,N1G,92,42,14
1410,Guelph CMA,ON,N1G,92,73,14
1411,Guelph CMA,ON,N1G,91,93,16
1412,Guelph CMA,ON,N1G,104,54,14
1413,Guelph CMA,ON,N1G,104,95,14
1414,Guelph CMA,ON,N1G,92,128,20
1415,Guelph CMA,ON,N1H,91,74,14
1416,Guelph CMA,ON,N1H,93,24,14
1417,Guelph CMA,ON,N1H,126,44,89
1418,Guelph CMA,ON,N1H,91,58,14
1419,Guelph CMA,ON,N1H,92,71,14
1420,Guelph CMA,ON,N1H,101,73,22
1421,Guelph CMA,ON,N1H,121,55,14
1422,Guelph CMA,ON,N1H,93,51,16
1423,Guelph CMA,ON,N1H,101,42,14
1424,Guelph CMA,ON,N1H,96,51,14
1425,Guelph CMA,ON,N1H,97,399,14
1426,Guelph CMA,ON,N1H,146,107,14
1427,Guelph CMA,ON,N1H,91,882,14
1428,Guelph CMA,ON,N1H,91,84,14
1429,Guelph CMA,ON,N1H,91,405,14
1430,Guelph CMA,ON,N1H,91,66,14
1431,Guelph CMA,ON,N1H,92,141,22
1432,Guelph CMA,ON,N1H,97,49,14
1433,Guelph CMA,ON,N1H,91,52,14
1434,Guelph CMA,ON,N1H,93,38,17
1435,Guelph CMA,ON,N1H,91,66,14
1436,Guelph CMA,ON,N1H,91,61,14
1437,Guelph CMA,ON,N1H,90,84,14
1438,Guelph CMA,ON,N1H,90,47,14
1439,Guelph CMA,ON,N1H,91,236,14
1440,Guelph CMA,ON,N1K,91,92,14
1441,Guelph CMA,ON,N1K,90,63,14
1442,Guelph CMA,ON,N1K,91,39,14
1443,Guelph CMA,ON,N1K,91,72,14
1444,Guelph CMA,ON,N1K,91,58,14
1445,Guelph CMA,ON,N1K,92,34,14
1446,Guelph CMA,ON,N1K,167,80,14
1447,Guelph CMA,ON,N1K,95,59,14
1448,Guelph CMA,ON,N1K,90,68,14
1449,Guelph CMA,ON,N1K,60,120,14
1450,Guelph CMA,ON,N1K,122,82,14
1451,Guelph CMA,ON,N1K,96,29,14
1452,Guelph CMA,ON,N1L,92,59,19
1453,Guelph CMA,ON,N1L,90,71,14
1454,Guelph CMA,ON,N1L,91,432,14
1455,Guelph CMA,ON,N1L,90,202,14
1456,Guelph CMA,ON,N1L,92,240,14
1457,Guelph CMA,ON,N1L,150,154,14
1458,Guelph CMA,ON,N1L,100,284,14
1459,Guelph CMA,ON,N1L,92,378,14
1460,Guelph CMA,ON,N1L,113,166,14
1461,Guelph CMA,ON,N1L,91,407,14
1462,Guelph CMA,ON,N1L,105,379,14
1463,Guelph CMA,ON,N1L,91,399,14
1464,Guelph CMA,ON,N1L,105,207,14
1465,Guelph CMA,ON,N1L,121,221,14
1466,Guelph CMA,ON,N1L,91,281,14
1467,Hamilton CMA,ON,L8E,111,24,14
1468,Hamilton CMA,ON,L8E,102,90,14
1469,Hamilton CMA,ON,L8E,93,52,14
1470,Hamilton CMA,ON,L8G,91,160,14
1471,Hamilton CMA,ON,L8G,60,82,14
1472,Hamilton CMA,ON,L8G,91,45,14
1473,Hamilton CMA,ON,L8H,124,32,14
1474,Hamilton CMA,ON,L8H,90,26,14
1475,Hamilton CMA,ON,L8H,201,158,14
1476,Hamilton CMA,ON,L8J,91,23,14
1477,Hamilton CMA,ON,L8J,101,23,14
1478,Hamilton CMA,ON,L8J,93,69,14
1479,Hamilton CMA,ON,L8J,91,96,14
1480,Hamilton CMA,ON,L8J,91,84,14
1481,Hamilton CMA,ON,L8J,92,36,14
1482,Hamilton CMA,ON,L8K,91,36,14
1483,Hamilton CMA,ON,L8K,91,83,17
1484,Hamilton CMA,ON,L8K,101,52,14
1485,Hamilton CMA,ON,L8K,95,36,14
1486,Hamilton CMA,ON,L8L,91,18,14
1487,Hamilton CMA,ON,L8L,101,34,14
1488,Hamilton CMA,ON,L8L,92,20,14
1489,Hamilton CMA,ON,L8L,93,38,14
1490,Hamilton CMA,ON,L8M,92,46,14
1491,Hamilton CMA,ON,L8M,91,73,14
1492,Hamilton CMA,ON,L8N,91,41,14
1493,Hamilton CMA,ON,L8N,97,63,14
1494,Hamilton CMA,ON,L8N,90,69,14
1495,Hamilton CMA,ON,L8N,101,38,14
1496,Hamilton CMA,ON,L8N,95,40,14
1497,Hamilton CMA,ON,L8N,91,195,14
1498,Hamilton CMA,ON,L8P,91,55,14
1499,Hamilton CMA,ON,L8P,93,44,14
1500,Hamilton CMA,ON,L8P,113,32,18
1501,Hamilton CMA,ON,L8P,103,51,14
1502,Hamilton CMA,ON,L8P,97,59,17
1503,Hamilton CMA,ON,L8R,90,25,14
1504,Hamilton CMA,ON,L8R,94,55,21
1505,Hamilton CMA,ON,L8R,92,118,180
1506,Hamilton CMA,ON,L8S,97,169,14
1507,Hamilton CMA,ON,L8S,138,117,14
1508,Hamilton CMA,ON,L8S,91,115,21
1509,Hamilton CMA,ON,L8S,97,69,19
1510,Hamilton CMA,ON,L8T,90,77,14
1511,Hamilton CMA,ON,L8T,156,116,14
1512,Hamilton CMA,ON,L8T,95,215,26
1513,Hamilton CMA,ON,L8T,93,133,14
1514,Hamilton CMA,ON,L8T,90,50,14
1515,Hamilton CMA,ON,L8V,91,57,22
1516,Hamilton CMA,ON,L8V,92,115,14
1517,Hamilton CMA,ON,L8V,90,33,17
1518,Hamilton CMA,ON,L8V,94,62,14
1519,Hamilton CMA,ON,L8V,102,33,14
1520,Hamilton CMA,ON,L8W,92,51,14
1521,Hamilton CMA,ON,L8W,91,88,14
1522,Hamilton CMA,ON,L8W,91,248,14
1523,Hamilton CMA,ON,L8W,91,58,14
1524,Hamilton CMA,ON,L9A,91,72,14
1525,Hamilton CMA,ON,L9A,92,66,14
1526,Hamilton CMA,ON,L9A,97,41,14
1527,Hamilton CMA,ON,L9A,91,96,14
1528,Hamilton CMA,ON,L9A,97,75,14
1529,Hamilton CMA,ON,L9B,107,78,14
1530,Hamilton CMA,ON,L9B,92,87,14
1531,Hamilton CMA,ON,L9B,91,59,14
1532,Hamilton CMA,ON,L9C,90,61,14
1533,Hamilton CMA,ON,L9C,126,34,47
1534,Hamilton CMA,ON,L9C,90,363,14
1535,Hamilton CMA,ON,L9C,90,116,14
1536,Hamilton CMA,ON,L9C,94,398,14
1537,Hamilton CMA,ON,L9C,95,83,14
1538,Hamilton CMA,ON,L9G,91,133,14
1539,Hamilton CMA,ON,L9G,96,160,14
1540,Hamilton CMA,ON,L9G,92,149,14
1541,Hamilton CMA,ON,L9G,152,59,14
1542,Hamilton CMA,ON,L9G,94,45,14
1543,Hamilton CMA,ON,L9G,92,54,24
1544,Hamilton CMA,ON,L9H,97,103,14
1545,Hamilton CMA,ON,L9H,92,176,14
1546,Hamilton CMA,ON,L9H,104,216,14
1547,Hamilton CMA,ON,L9H,113,104,14
1548,Hamilton CMA,ON,L9H,91,145,14
1549,Hamilton CMA,ON,L9K,92,39,14
1550,Hamilton CMA,ON,L9K,91,49,14
1551,Hamilton CMA,ON,L9K,96,35,14
1552,Hamilton CMA,ON,L9K,92,99,14
1553,Hamilton CMA,ON,L9K,97,61,14
1554,Kingston CMA,ON,K7K,93,134,29
1555,Kingston CMA,ON,K7K,91,167,14
1556,Kingston CMA,ON,K7K,91,92,71
1557,Kingston CMA,ON,K7K,94,50,73
1558,Kingston CMA,ON,K7K,94,75,14
1559,Kingston CMA,ON,K7K,95,101,16
1560,Kingston CMA,ON,K7K,93,36,14
1561,Kingston CMA,ON,K7K,94,93,14
1562,Kingston CMA,ON,K7K,91,352,14
1563,Kingston CMA,ON,K7K,91,83,14
1564,Kingston CMA,ON,K7K,100,130,14
1565,Kingston CMA,ON,K7K,104,99,14
1566,Kingston CMA,ON,K7K,97,27,14
1567,Kingston CMA,ON,K7K,102,128,14
1568,Kingston CMA,ON,K7K,92,186,14
1569,Kingston CMA,ON,K7K,105,328,14
1570,Kingston CMA,ON,K7K,91,78,14
1571,Kingston CMA,ON,K7K,91,124,24
1572,Kingston CMA,ON,K7K,91,329,14
1573,Kingston CMA,ON,K7K,95,170,14
1574,Kingston CMA,ON,K7K,82,92,14
1575,Kingston CMA,ON,K7K,91,94,14
1576,Kingston CMA,ON,K7K,90,213,20
1577,Kingston CMA,ON,K7L,91,57,14
1578,Kingston CMA,ON,K7L,91,67,14
1579,Kingston CMA,ON,K7L,96,93,14
1580,Kingston CMA,ON,K7L,92,101,14
1581,Kingston CMA,ON,K7L,91,31,22
1582,Kingston CMA,ON,K7L,96,134,14
1583,Kingston CMA,ON,K7L,93,74,14
1584,Kingston CMA,ON,K7L,90,96,34
1585,Kingston CMA,ON,K7L,123,152,14
1586,Kingston CMA,ON,K7L,91,89,14
1587,Kingston CMA,ON,K7L,91,70,14
1588,Kingston CMA,ON,K7L,91,97,18
1589,Kingston CMA,ON,K7L,94,29,14
1590,Kingston CMA,ON,K7L,91,88,14
1591,Kingston CMA,ON,K7L,92,28,14
1592,Kingston CMA,ON,K7L,90,58,14
1593,Kingston CMA,ON,K7L,97,237,14
1594,Kingston CMA,ON,K7L,91,49,14
1595,Kingston CMA,ON,K7L,97,198,14
1596,Kingston CMA,ON,K7L,95,271,14
1597,Kingston CMA,ON,K7L,90,283,14
1598,Kingston CMA,ON,K7M,91,50,25
1599,Kingston CMA,ON,K7M,90,117,14
1600,Kingston CMA,ON,K7M,91,210,14
1601,Kingston CMA,ON,K7M,118,114,14
1602,Kingston CMA,ON,K7M,93,79,14
1603,Kingston CMA,ON,K7M,93,168,27
1604,Kingston CMA,ON,K7M,120,151,14
1605,Kingston CMA,ON,K7M,93,66,14
1606,Kingston CMA,ON,K7M,91,366,14
1607,Kingston CMA,ON,K7M,127,463,14
1608,Kingston CMA,ON,K7M,93,175,31
1609,Kingston CMA,ON,K7M,91,40,14
1610,Kingston CMA,ON,K7M,139,180,14
1611,Kingston CMA,ON,K7M,102,154,14
1612,Kingston CMA,ON,K7M,95,192,14
1613,Kingston CMA,ON,K7M,92,53,14
1614,Kingston CMA,ON,K7M,121,14,14
1615,Kingston CMA,ON,K7M,170,94,14
1616,Kingston CMA,ON,K7M,91,624,N/A
1617,Kingston CMA,ON,K7M,91,528,24
1618,Kingston CMA,ON,K7M,92,205,14
1619,Kingston CMA,ON,K7M,94,371,14
1620,Kingston CMA,ON,K7M,92,123,19
1621,Kingston CMA,ON,K7M,131,71,14
1622,Kingston CMA,ON,K7N,92,286,14
1623,Kingston CMA,ON,K7N,142,206,14
1624,Kingston CMA,ON,K7N,90,154,14
1625,Kingston CMA,ON,K7N,93,131,14
1626,Kingston CMA,ON,K7N,96,17,14
1627,Kingston CMA,ON,K7N,99,362,24
1628,Kingston CMA,ON,K7N,94,123,17
1629,Kingston CMA,ON,K7N,91,205,34
1630,Kingston CMA,ON,K7N,96,149,14
1631,Kingston CMA,ON,K7N,99,116,14
1632,Kingston CMA,ON,K7N,91,550,102
1633,Kingston CMA,ON,K7P,152,80,14
1634,Kingston CMA,ON,K7P,91,149,27
1635,Kingston CMA,ON,K7P,92,179,31
1636,Kingston CMA,ON,K7P,100,53,14
1637,Kingston CMA,ON,K7P,99,291,14
1638,Kingston CMA,ON,K7P,91,130,14
1639,Kingston CMA,ON,K7P,96,222,14
1640,Kingston CMA,ON,K7P,91,118,27
1641,Kingston CMA,ON,K7P,94,346,14
1642,Kingston CMA,ON,K7P,91,130,14
1643,Kingston CMA,ON,K7P,91,308,14
1644,Kingston CMA,ON,K7P,91,116,14
1645,Kingston CMA,ON,K7P,91,55,14
1646,Kingston CMA,ON,K7P,96,123,14
1647,Kingston CMA,ON,K7P,93,233,14
1648,Kingston CMA,ON,K7P,91,205,14
1649,Kingston CMA,ON,K7P,92,179,14
1650,Kitchener CMA,ON,N2A,97,95,14
1651,Kitchener CMA,ON,N2A,91,89,14
1652,Kitchener CMA,ON,N2A,100,87,14
1653,Kitchener CMA,ON,N2A,94,50,14
1654,Kitchener CMA,ON,N2A,115,43,49
1655,Kitchener CMA,ON,N2A,100,62,14
1656,Kitchener CMA,ON,N2A,91,76,172
1657,Kitchener CMA,ON,N2B,92,147,14
1658,Kitchener CMA,ON,N2B,91,47,14
1659,Kitchener CMA,ON,N2B,93,49,14
1660,Kitchener CMA,ON,N2B,103,68,14
1661,Kitchener CMA,ON,N2B,92,58,14
1662,Kitchener CMA,ON,N2B,93,41,14
1663,Kitchener CMA,ON,N2C,92,90,16
1664,Kitchener CMA,ON,N2C,130,92,14
1665,Kitchener CMA,ON,N2C,99,39,14
1666,Kitchener CMA,ON,N2C,92,80,14
1667,Kitchener CMA,ON,N2C,91,33,15
1668,Kitchener CMA,ON,N2C,108,51,14
1669,Kitchener CMA,ON,N2C,101,69,14
1670,Kitchener CMA,ON,N2E,106,114,14
1671,Kitchener CMA,ON,N2E,91,87,21
1672,Kitchener CMA,ON,N2E,94,47,27
1673,Kitchener CMA,ON,N2E,95,65,14
1674,Kitchener CMA,ON,N2E,130,36,14
1675,Kitchener CMA,ON,N2E,113,76,14
1676,Kitchener CMA,ON,N2E,98,59,14
1677,Kitchener CMA,ON,N2E,91,72,14
1678,Kitchener CMA,ON,N2E,153,49,14
1679,Kitchener CMA,ON,N2G,301,42,14
1680,Kitchener CMA,ON,N2G,99,21,14
1681,Kitchener CMA,ON,N2G,92,63,14
1682,Kitchener CMA,ON,N2G,84,29,14
1683,Kitchener CMA,ON,N2G,91,38,14
1684,Kitchener CMA,ON,N2G,90,30,14
1685,Kitchener CMA,ON,N2H,91,81,14
1686,Kitchener CMA,ON,N2H,91,63,14
1687,Kitchener CMA,ON,N2H,91,64,14
1688,Kitchener CMA,ON,N2H,95,53,14
1689,Kitchener CMA,ON,N2H,99,53,14
1690,Kitchener CMA,ON,N2H,91,37,14
1691,Kitchener CMA,ON,N2H,90,39,14
1692,Kitchener CMA,ON,N2H,95,45,14
1693,Kitchener CMA,ON,N2J,98,108,14
1694,Kitchener CMA,ON,N2J,98,52,14
1695,Kitchener CMA,ON,N2J,92,109,18
1696,Kitchener CMA,ON,N2J,90,76,14
1697,Kitchener CMA,ON,N2J,126,24,14
1698,Kitchener CMA,ON,N2J,91,145,14
1699,Kitchener CMA,ON,N2K,91,130,14
1700,Kitchener CMA,ON,N2K,94,38,14
1701,Kitchener CMA,ON,N2K,122,155,14
1702,Kitchener CMA,ON,N2K,93,32,14
1703,Kitchener CMA,ON,N2K,92,98,14
1704,Kitchener CMA,ON,N2K,92,141,14
1705,Kitchener CMA,ON,N2L,91,39,14
1706,Kitchener CMA,ON,N2L,98,80,14
1707,Kitchener CMA,ON,N2L,75,48,14
1708,Kitchener CMA,ON,N2L,91,62,14
1709,Kitchener CMA,ON,N2L,91,59,14
1710,Kitchener CMA,ON,N2L,100,47,14
1711,Kitchener CMA,ON,N2L,92,57,14
1712,Kitchener CMA,ON,N2M,91,57,21
1713,Kitchener CMA,ON,N2M,169,31,14
1714,Kitchener CMA,ON,N2M,98,98,14
1715,Kitchener CMA,ON,N2M,98,30,14
1716,Kitchener CMA,ON,N2M,91,43,21
1717,Kitchener CMA,ON,N2M,91,44,14
1718,Kitchener CMA,ON,N2M,91,80,14
1719,Kitchener CMA,ON,N2M,98,42,14
1720,Kitchener CMA,ON,N2N,91,61,14
1721,Kitchener CMA,ON,N2N,99,41,14
1722,Kitchener CMA,ON,N2N,91,66,14
1723,Kitchener CMA,ON,N2N,91,36,14
1724,Kitchener CMA,ON,N2N,92,131,14
1725,Kitchener CMA,ON,N2N,91,47,14
1726,Kitchener CMA,ON,N2P,62,35,26
1727,Kitchener CMA,ON,N2P,98,146,14
1728,Kitchener CMA,ON,N2P,91,65,17
1729,Kitchener CMA,ON,N2P,94,64,14
1730,Kitchener CMA,ON,N2R,91,43,14
1731,Kitchener CMA,ON,N2R,91,33,14
1732,Kitchener CMA,ON,N2R,91,70,14
